"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2EWJPLCB","journalArticle","2006","Tsumaki, Toshihiko; Tamai, Tetsuo","Framework for matching requirements elicitation techniques to project characteristics","Software Process: Improvement and Practice","","1099-1670","10.1002/spip.293","https://onlinelibrary.wiley.com/doi/abs/10.1002/spip.293","One of the most difficult jobs for requirements engineers is to select an appropriate RE method for the project at hand. Good engineers make good choices and have skills in applying selected techniques appropriately. Poor engineers usually have a narrow choice range limited by their training and biased by their experience. Once a RE technique that does not fit the current project is selected, the project is doomed to fail. In this article, we propose a framework to characterize typical RE techniques and use it as a base for selecting appropriate techniques at the time a project is started, as well as at the time a change in the nature of the project is recognized, or an obstacle is encountered in defining a suitable set of requirements. Copyright © 2006 John Wiley & Sons, Ltd.","2006","2023-05-03 15:51:56","2023-05-03 15:51:56","2023-05-03 15:51:56","505-519","","5","11","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/spip.293","","","","","brainstorming; domain decomposition; goal oriented; project characteristics; requirements engineering techniques; scenario based; situation change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NVGMPKFT","journalArticle","2012","Anwar, Fares; Razali, Rozilawati","A Practical Guide to Requirements Elicitation Techniques Selection - An Empirical Study","","","","","","Requirements elicitation (RE) is the most critical phase in requirement engineering. It is the moment in which analysts elicit, understand and validate the requirements of a system from stakeholders. RE process is resource-intensive and it is therefore accomplished with the support of predetermined techniques. The advancement of technology has introduced many RE techniques and thus analysts are provided with various possible options. The options however are not always obvious. It is uncertain on how to select the right techniques for specific situations under certain conditions. Although several selection guidelines do exist, they are mainly theoretical rather than pragmatic. This study addressed this issue by conducting in-depth interviews with five experienced practitioners from four Middle-Eastern software organisations. The objective of the study was to identify the important factors that contribute to RE techniques selection from the perspective of practitioners in the industry. Four factors were identified by using content analysis, namely technique features, stakeholder characteristics, requirements sources and project environment. The factors form a practical guide that could help analysts to determine the appropriate RE techniques for a given project.","2012","2023-05-03 15:52:02","2023-05-03 15:52:02","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\gabra\Zotero\storage\6RMZ64NX\Anwar and Razali - 2012 - A Practical Guide to Requirements Elicitation Tech.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QF8YA47F","journalArticle","2002","Coughlan, Jane; Macredie, Robert D.","Effective Communication in Requirements Elicitation: A Comparison of Methodologies","Requirements Engineering","","1432-010X","10.1007/s007660200004","https://doi.org/10.1007/s007660200004","The elicitation or communication of user requirements comprises an early and critical but highly error-prone stage in system development. Socially oriented methodologies provide more support for user involvement in design than the rigidity of more traditional methods, facilitating the degree of user–designer communication and the ‘capture’ of requirements. A more emergent and collaborative view of requirements elicitation and communication is required to encompass the user, contextual and organisational factors. From this accompanying literature in communication issues in requirements elicitation, a four-dimensional framework is outlined and used to appraise comparatively four different methodologies seeking to promote a closer working relationship between users and designers. The facilitation of communication between users and designers is subject to discussion of the ways in which communicative activities can be ‘optimised’ for successful requirements gathering, by making recommendations based on the four dimensions to provide fruitful considerations for system designers.","2002-06-01","2023-05-03 15:52:05","2023-05-03 15:52:05","2023-05-03 15:52:05","47-60","","2","7","","Requirements Eng","Effective Communication in Requirements Elicitation","","","","","","","en","","","","","Springer Link","","","","C:\Users\gabra\Zotero\storage\YQRMVNV7\Coughlan and Macredie - 2002 - Effective Communication in Requirements Elicitatio.pdf","","","Communication –; Context –; Elicitation –; Requirements –; Socially oriented methodologies –; User–designer interaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GT2UZIJU","conferencePaper","1991","Dardenne, A.; Fickas, S.; Lamsweerde, A. van","Goal-directed concept acquisition in requirements elicitation","","","","10.1109/IWSSD.1991.213081","https://www.computer.org/csdl/proceedings-article/iwssd/1991/00213081/12OmNwoPtx5","Requirements analysis includes an acquisition step where a global model for the specification of the system and its environment is elaborated. This model involves concepts that are usually not found in the final formal specification, such as goals to be achieved, agents and their responsibilities, etc. The authors present an approach for model acquisition which is driven by such goals. They describe a conceptual meta-model in terms of which requirements models are acquired. The acquisition strategy can be viewed as a systematic way to traversing this meta-model backwards from the goals. The goal-directed acquisition strategy and the use of the meta-model are illustrated with a case study, the specification of a simple elevator system.","1991-01-01","2023-05-03 15:52:10","2023-05-03 15:52:10","2023-05-03 15:52:10","14,15,16,17,18,19,20,21-14,15,16,17,18,19,20,21","","","","","","","","","","","IEEE Computer Society","","English","","","","","www.computer.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the Sixth International Workshop on Software Specification and Design","","","","","","","","","","","","","","",""
"RFCFASLB","conferencePaper","1993","Goguen, J.A.; Linde, C.","Techniques for requirements elicitation","[1993] Proceedings of the IEEE International Symposium on Requirements Engineering","","","10.1109/ISRE.1993.324822","","The authors survey and evaluate techniques for eliciting requirements of computer-based systems, paying particular attention to dealing with social issues. The methods surveyed include introspection, interviews, questionnaires, and protocol, conversation, interaction, and discourse analyses. The last three techniques grew out of ethnomethodology and sociolinguistics. They can elicit tacit knowledge by observing actual interactions in the workplace, and can also be applied to the system development process itself.<>","1993-01","2023-05-03 15:52:16","2023-05-03 15:52:16","","152-164","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","Knowledge engineering; Bibliographies; Hardware; Software systems; Programming profession; Cultural differences; Contracts; Employment; Protocols; Telecommunication computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","[1993] Proceedings of the IEEE International Symposium on Requirements Engineering","","","","","","","","","","","","","","",""
"DXQBP4XJ","book","2009","Zin, Abdullah; Che Pa, Noraini","Measuring communication gap in software requirements elicitation process","","","","","","Requirements elicitation is a process of seeking, uncovering, acquiring and elaborating requirements for developing a computer-based system. These processes involve communication between customers and developers. Techniques of communication that are normally used includes verbal, written and interpersonal. According to previous researches, there are numerous communication problems occurred between customers and developers during the requirement elicitation process. This study describes a technique for measuring communication gap between customers and developers during requirements elicitation. This technique is constructed by using Iterative Triangulation method. Five variables are proposed in this measurement: input, communication skills, personality, medium and procedures. The evaluation indicates that the proposed technique is able to produce the right measurement of the communication gap between customers and developers during requirements elicitation.","2009-02-21","2023-05-03 15:52:18","2023-05-03 15:52:18","","","66","","","","","","","","","","","","","","","","","ResearchGate","","Pages: 71","","C:\Users\gabra\Zotero\storage\EJUKUG85\Zin and Che Pa - 2009 - Measuring communication gap in software requiremen.pdf; ","https://www.researchgate.net/profile/Abdullah-Zin-2/publication/262166560_Measuring_communication_gap_in_software_requirements_elicitation_process/links/5604cc1d08ae5e8e3f31095f/Measuring-communication-gap-in-software-requirements-elicitation-process.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PKW94D6S","conferencePaper","2006","Geisser, Michael; Hildenbrand, Tobias","A Method for Collaborative Requirements Elicitation and Decision-Supported Requirements Analysis","Advanced Software Engineering: Expanding the Frontiers of Software Technology","978-0-387-34831-5","","10.1007/978-0-387-34831-5_9","","As software systems become more and more complex with a multitude of stakeholders involved in development activities, novel ways of conducting the process of requirements elicitation and analysis are to be found. Therefore, this paper introduces a method for collaborative requirements elicitation and decision-supported requirements analysis. Accompanying this method, appropriate tools and techniques, both existing and custom-made, are referred to. The method is designed for a geographically distributed collaborative environment in order to support software manufacturers as well as IT departments which develop software solutions for multiple users or even consortiums of customers.","2006","2023-05-03 15:52:21","2023-05-03 15:52:21","","108-122","","","","","","","IFIP International Federation for Information Processing","","","","Springer US","Boston, MA","en","","","","","Springer Link","","","","C:\Users\gabra\Zotero\storage\WPNCDCWX\Geisser and Hildenbrand - 2006 - A Method for Collaborative Requirements Elicitatio.pdf","","","Software Engineering; Requirement Engineering; Analytic Hierarchy Process; Requirement Elicitation; Spiral Model","Ochoa, Sergio F.; Roman, Gruia-Catalin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4PCEJ6GP","conferencePaper","2011","Farfeleder, Stefan; Moser, Thomas; Krall, Andreas; Stålhane, Tor; Omoronyia, Inah; Zojer, Herbert","Ontology-Driven Guidance for Requirements Elicitation","The Semanic Web: Research and Applications","978-3-642-21064-8","","10.1007/978-3-642-21064-8_15","","Requirements managers aim at keeping their sets of requirements well-defined, consistent and up to date throughout a project’s life cycle. Semantic web technologies have found many valuable applications in the field of requirements engineering, with most of them focusing on requirements analysis. However the usability of results originating from such requirements analyses strongly depends on the quality of the original requirements, which often are defined using natural language expressions without meaningful structures. In this work we present the prototypic implementation of a semantic guidance system used to assist requirements engineers with capturing requirements using a semi-formal representation. The semantic guidance system uses concepts, relations and axioms of a domain ontology to provide a list of suggestions the requirements engineer can build on to define requirements. The semantic guidance system is evaluated based on a domain ontology and a set of requirements from the aerospace domain. The evaluation results show that the semantic guidance system effectively supports requirements engineers in defining well-structured requirements.","2011","2023-05-03 15:52:38","2023-05-03 15:52:38","","212-226","","","","","","","Lecture Notes in Computer Science","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","","","C:\Users\gabra\Zotero\storage\XVU4FZVZ\Farfeleder et al. - 2011 - Ontology-Driven Guidance for Requirements Elicitat.pdf","","","requirements engineering; requirements elicitation; domain ontology; elicitation guidance","Antoniou, Grigoris; Grobelnik, Marko; Simperl, Elena; Parsia, Bijan; Plexousakis, Dimitris; De Leenheer, Pieter; Pan, Jeff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69WLEUP5","conferencePaper","1996","Hudlicka, E.","Requirements elicitation with indirect knowledge elicitation techniques: comparison of three methods","Proceedings of the Second International Conference on Requirements Engineering","","","10.1109/ICRE.1996.491424","","In this paper we describe a case study comparing the effectiveness of three indirect knowledge elicitation techniques: repertory grid analysis, multi-dimensional scaling, and hierarchical clustering. These techniques are used in situations where it is difficult for the expert to articulate their knowledge in response to direct questions. The techniques were compared in terms of the number of attributes elicited, the ease with which these data were obtained, and the degree of post-analysis and interpretation required. The study was conducted in the domain of airline safety inspections and the objective was to define inspection indicators. The results of this study indicate that the repertory grid analysis method generates all of the attributes produced by the other two methods, that it is easy to apply in the field, and is useful without complex analysis and re-interpretation of the results.","1996-04","2023-05-03 15:52:50","2023-05-03 15:52:50","","4-11","","","","","","Requirements elicitation with indirect knowledge elicitation techniques","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\gabra\Zotero\storage\T4DVMBN4\491424.html","","","Programming; Knowledge engineering; Application software; Costs; Problem-solving; Inspection; Knowledge based systems; Laboratories; Mesh generation; Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the Second International Conference on Requirements Engineering","","","","","","","","","","","","","","",""
"7FGZSGL4","conferencePaper","2006","Jaramillo, Carlos Mario Zapata; Gelbukh, Alexander; Isaza, Fernando Arango","Pre-conceptual Schema: A Conceptual-Graph-Like Knowledge Representation for Requirements Elicitation","MICAI 2006: Advances in Artificial Intelligence","978-3-540-49058-6","","10.1007/11925231_3","","A simple representation framework for ontological knowledge with dynamic and deontic characteristics is presented. It represents structural relationships (is-a, part/whole), dynamic relationships (actions such as register, pay, etc.), and conditional relationships (if-then-else). As a case study, we apply our representation language to the task of requirements elicitation in software engineering. We show how our pre-conceptual schemas can be obtained from controlled natural language discourse and how these diagrams can be then converted into standard UML diagrams. Thus our representation framework is shown to be a useful intermediate step for obtaining UML diagrams from natural language discourse.","2006","2023-05-03 15:53:06","2023-05-03 15:53:06","","27-37","","","","","","Pre-conceptual Schema","Lecture Notes in Computer Science","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","","","","","","Requirement Elicitation; Conceptual Graph; Dynamic Relationship; Knowledge Representation; Semantic Network","Gelbukh, Alexander; Reyes-Garcia, Carlos Alberto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLRZWDHZ","conferencePaper","2004","Tuunanen, T.; Rossi, M.","Engineering a method for wide audience requirements elicitation and integrating it to software development","37th Annual Hawaii International Conference on System Sciences, 2004. Proceedings of the","","","10.1109/HICSS.2004.1265420","","Consumer oriented information systems development has become increasingly important matter, as more and more complex information systems are targeted towards consumer markets. We argue that developing IS for non-organizational users creates new problems, which IS and requirement engineering (RE) community should attend to. First of all, the elicitation of requirements becomes more difficult as usually consumers do not explicitly know what they want, and it is difficult for them to express their ideas. To support different views of product development, such as project management and design, the method should present requirements in a 'rich enough' way to avoid overloading management, but in the same time giving designers the detailed information they need. Last but not the least, the results of requirements engineering should be easy to integrate to the software development process. To this end, we have constructed a new RE method and its support environment within Metaedit+ Meta CASE tool. We based our method on critical success chains (CSC) method, which supports top-down approach for planning, but also provides for wide participation of IS customers to get rich information. CSC aggregates the results of many individual interviews into meaningful graphical models of what is critically important about a potential system. In our work, CSC is extended with customer segmentation and lead user concepts from marketing.","2004-01","2023-05-03 15:57:00","2023-05-03 15:57:00","","10 pp.-","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","Programming; Project management; Product development; Aggregates; Computer aided software engineering; Design methodology; Environmental economics; Information systems; Java; Power engineering and energy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37th Annual Hawaii International Conference on System Sciences, 2004. Proceedings of the","","","","","","","","","","","","","","",""
"ISTCGPHE","conferencePaper","2007","Schneider, Kurt","Generating Fast Feedback in Requirements Elicitation","Requirements Engineering: Foundation for Software Quality","978-3-540-73031-6","","10.1007/978-3-540-73031-6_12","","Getting feedback fast is essential during early requirements activities. Requirements analysts need to capture interpret and validate raw requirements and information. In larger projects, a series of interviews and workshops is conducted. Stakeholder feedback for validation purposes is often collected in a second series of interviews, which may take weeks to complete. However, this may (1) delay the entire project, (2) cause stakeholders to lose interest and commitment, and (3) result in outdated, invalid requirements. Based on our “By Product-Approach”, we developed the “Fast Feedback” technique to collect additional information during initial interviews. User interface mock-ups are sketched and animated during the first interview and animated using the use case steps as guidance. This shortcut saves one or two interview cycles. A large admin istra tive software project was the trigger for this work.","2007","2023-05-03 15:57:01","2023-05-03 15:57:01","","160-174","","","","","","","Lecture Notes in Computer Science","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","","","","","","Requirements elicitation; by-product approach; feedback; interview technique; requirements validation; support tool","Sawyer, Pete; Paech, Barbara; Heymans, Patrick","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2BKC8DDJ","conferencePaper","2013","Kumari.S, Neetu; Pillai, Anitha S.","A study on the software requirements elicitation issues - its causes and effects","2013 Third World Congress on Information and Communication Technologies (WICT 2013)","","","10.1109/WICT.2013.7113143","","Software requirements elicitation is an important and essential pre-requisite to the subsequent phases in software development lifecycle. There is an increasing focus on how industry performs elicitation as this has a direct influence on the overall project success. It is important to understand broader elicitation issues and challenges, and address them on a large-scale, especially on geographically distributed software development. There are studies focusing on elicitation, but they are relatively small. There is no substantial research related to providing a comprehensive view of elicitation issues along with its causes and effects. This paper attempts to provide a summary of the systematic literature review (SLR) findings from 81 papers. The findings are based on causes of poor elicitation, elicitation issues and challenges, consequences of poor elicitation, advisable practices and classification of elicitation issues. The authors have leveraged cause-and-effect diagrams to draw conclusions on SLR.","2013-12","2023-05-03 15:57:06","2023-05-03 15:57:06","","245-252","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","Taxonomy; cause-and-effect; elicitation issues; Human factors; software requirements elicitation; software requirements engineering; systematic literarture review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013 Third World Congress on Information and Communication Technologies (WICT 2013)","","","","","","","","","","","","","","",""
"22YSAT5H","journalArticle","2018","Maria, Hafiza; Ali, Zulfiqar","Requirement Elicitation Techniques for Open Source Systems: A Review","International Journal of Advanced Computer Science and Applications","","","10.14569/IJACSA.2018.090145","","The trend of Open Source Software development has been increased from the past few years. It has gained much attention of developers in the industry. The development of open source software systems is slightly different from traditional software development. In open source software development, requirement elicitation is a very complex and critical process as developers from different regions of the world develop the system so it's really difficult to gather requirements for such systems. A variety of available tools, techniques, and approaches are used to perform the process of requirement elicitation. The purpose of this study is to focus on how the process of requirement elicitation is carried out for open source software and the different ways which are used to simplify the process of requirement elicitation. This paper comprehensively describes the techniques which are available and are used for requirement elicitation in open source software development. To do so, a literature survey of the existing techniques of requirement elicitation is conducted and different techniques are found that can be used for requirement elicitation in open source software systems.","2018-01-01","2023-05-03 15:57:07","2023-05-03 15:57:07","","","","","9","","International Journal of Advanced Computer Science and Applications","Requirement Elicitation Techniques for Open Source Systems","","","","","","","","","","","","ResearchGate","","","","C:\Users\gabra\Zotero\storage\62HL2BPS\Maria and Ali - 2018 - Requirement Elicitation Techniques for Open Source.pdf; ","https://www.researchgate.net/profile/Zulfiqar-Ali-3/publication/322873661_Requirement_Elicitation_Techniques_for_Open_Source_Systems_A_Review/links/5d958e3a458515c1d38ee875/Requirement-Elicitation-Techniques-for-Open-Source-Systems-A-Review.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TH7XSQ3M","conferencePaper","2014","Taheri, L.; Pa, N. C.; Abdullah, R.; Abdullah, S.; Shafazand, M. Y.","Identifying knowledge components in software requirement elicitation","2014 IEEE International Conference on Industrial Engineering and Engineering Management","","","10.1109/IEEM.2014.7058645","","This paper considers the importance of knowledge in software development organizations which are highly knowledge-intensive and focuses on knowledge audit in their requirement elicitation process. Requirement elicitation process involves a great deal of knowledge and there are several problems regarding eliciting and using the knowledge in this process. Misunderstanding, undefined scope, conflicting information and constant changes of requirements are some of the problems of requirement elicitation. A knowledge audit model is proposed in this paper to improve the requirement elicitation process by identifying knowledge components and knowledge sources existing in the requirement elicitation process as well as their relationships. A survey is then conducted to prove the validity of the model. The results support that the proposed knowledge components and knowledge audit model improves requirement elicitation.","2014-12","2023-05-03 15:57:13","2023-05-03 15:57:13","","286-291","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2157-362X","","","","","Collaboration; Software; Iterative methods; Semantics; Organizations; Iterative Triangulation Method; Knowledge Audit; Ontologies; Requirement Elicitation Process","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014 IEEE International Conference on Industrial Engineering and Engineering Management","","","","","","","","","","","","","","",""
"ZHSBTPAK","journalArticle","2021","Wang, Zuoxu; Chen, Chun-Hsien; Zheng, Pai; Li, Xinyu; Khoo, Li Pheng","A graph-based context-aware requirement elicitation approach in smart product-service systems","International Journal of Production Research","","0020-7543","10.1080/00207543.2019.1702227","https://doi.org/10.1080/00207543.2019.1702227","The paradigm of Smart product-service systems (Smart PSS) has emerged recently owing to the edge-cutting Information and Communication Technology (ICT) and artificial intelligence (AI) techniques. The unique features of Smart PSS including smartness and connectedness, value co-creation and data-driven design manner, enable the collection and analysis of large volume and heterogeneous contextual data to extract useful knowledge. Therefore, requirement elicitation, as a critical process for new solution (i.e. product-service) design, can be conducted in a rather context-aware manner, assured by those massive user-generated data and product-sensed data during the usage stage. Nevertheless, despite a few works on semantic modelling, scarcely any reports on such mechanism in today's smart, connected environment. Aiming to fill this gap, for the first time, a graph-based context-aware requirement elicitation approach considering contextual information within the Smart PSS is proposed. It leverages the pre-defined product, service, and condition ontologies together with Deepwalk technique, to formulate those concepts as nodes and their relationships as the edge of the proposed requirement graph. Implicit stakeholder requirements within a specific context can be further derived based on such interrelationships in a data-driven manner. To demonstrate its feasibility and effectiveness, an example of smart bike share system is addressed to illustrate the requirement elicitation process. It is hoped that this explorative study can offer valuable insights for the service providers who would like to extract requirements not only from the voice of customers but also from the user-generated data and product-sensed data.","2021-01-17","2023-05-03 15:57:20","2023-05-03 15:57:20","2023-05-03 15:57:20","635-651","","2","59","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/00207543.2019.1702227","","","","","context-awareness; graph embedding; information modelling; ontology; product-service systems; requirement elicitation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S8LRJEHS","conferencePaper","2016","Mohanan, Murali; Samuel, Philip","Software Requirement Elicitation Using Natural Language Processing","Innovations in Bio-Inspired Computing and Applications","978-3-319-28031-8","","10.1007/978-3-319-28031-8_17","","Software requirements are usually written in natural language or speech language which is asymmetric and irregular. This paper presents a suitable method for transforming user software requirement specifications (SRS) and business designs written in natural language into useful object oriented models. For sentence detection, tokenization, parts of speech tagging and parsing of requirement specifications we incorporate an open natural language processing (OpenNLP)tool. It provides very relevant parts of speech (POS) tags. This parts of speech tagging of the SRS is quite useful for further identification of object oriented elements like classes, objects, attributes, relationships etc. After obtaining the required and relative information, Semantic Business Vocabulary and Rules (SBVR) are applied to identify and to extract the object oriented elements from the requirement specification.","2016","2023-05-03 15:57:22","2023-05-03 15:57:22","","197-208","","","","","","","Advances in Intelligent Systems and Computing","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","","","","","Requirement elicitation; Class model generation; OpenNLP; SBVR; Software requirement specification","Snášel, Václav; Abraham, Ajit; Krömer, Pavel; Pant, Millie; Muda, Azah Kamilah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6BTZZPW","journalArticle","2011","Morkevičius, Aurelijus; Gudas, Saulius","Enterprise Knowledge Based Software Requirements Elicitation","Information Technology and Control","","2335-884X","10.5755/j01.itv.40.3.626","https://itc.ktu.lt/index.php/ITC/article/view/626","One of the ways to capture enterprise knowledge is Enterprise Architecture (EA). EA allows indentifying the majority of software ""to-be"" requirements for information systems (IS) engineering. However, the transition between enterprise architecture model and IT resource design still lacks a clear approach and tools for implementing it in practice. The paper presents an approach for the enterprise knowledge based software requirements elicitation. The suggested approach is based on the Unified profile for Ministry of Defence Architecture Framework (MODAF) and Department of Defense Architecture Framework (DoDAF), System Modeling Language (SysML) requirements model, and a Semantics of Business Vocabulary and Business Rules (SBVR) standard as a formal background for elicited software requirements. A real world example is presented to validate the suitability of the approach.http://dx.doi.org/10.5755/j01.itc.40.3.626","2011-09-12","2023-05-03 15:57:26","2023-05-03 15:57:26","2023-05-03 15:57:26","181-190","","3","40","","","","","","","","","","en","Copyright (c)","","","","www.itc.ktu.lt","","Number: 3","","C:\Users\gabra\Zotero\storage\QP2KD8PZ\Morkevičius and Gudas - 2011 - Enterprise Knowledge Based Software Requirements E.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BA25EWKS","conferencePaper","2016","Karras, Oliver; Kiesling, Stephan; Schneider, Kurt","Supporting Requirements Elicitation by Tool-Supported Video Analysis","2016 IEEE 24th International Requirements Engineering Conference (RE)","","","10.1109/RE.2016.10","","Workshops are an established technique for requirements elicitation. A lot of information is revealed during a workshop, which is generally captured via textual minutes. The scribe suffers from a cognitive overload due to the difficulty of gathering all information, listening and writing at the same time. Video recording is used as additional option to capture more information, including non-verbal gestures. Since a workshop can take several hours, the recorded video will be long and may be disconnected from the scribe's notes. Therefore, the weak and unclear structure of the video complicates the access to the recorded information, for example in subsequent requirements engineering activities. We propose the combination of textual minutes and video with a software tool. Our objective is connecting textual notes with the corresponding part of the video. By highlighting relevant sections of a video and attaching notes that summarize those sections, a more useful structure can be achieved. This structure allows an easy and fast access to the relevant information and their corresponding video context. Thus, a scribe's overload can be mitigated and further use of a video can be simplified. Tool-supported analysis of such an enriched video can facilitate the access to all communicated information of a workshop. This allows an easier elicitation of high-quality requirements. We performed a preliminary evaluation of our approach in an experimental set-up with 12 participants. They were able to elicit higher-quality requirements with our software tool.","2016-09","2023-05-03 15:57:30","2023-05-03 15:57:30","","146-155","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2332-6441","","","","","Requirements engineering; Conferences; Requirements elicitation; Context; requirements quality; Software tools; Stakeholders; Streaming media; video analysis; Video recording; workshop video","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 IEEE 24th International Requirements Engineering Conference (RE)","","","","","","","","","","","","","","",""
"I9TRXPJD","journalArticle","2017","Younas, M.; Jawawi, D. N. A.; Ghani, I.; Kazmi, R.","Non-Functional Requirements Elicitation Guideline for Agile Methods","Journal of Telecommunication, Electronic and Computer Engineering (JTEC)","","2289-8131","","https://jtec.utem.edu.my/jtec/article/view/2933","One of the essential activities in software development is elicitation of requirement. Majority of the studies has pointed out that less attention is given to the NonFunctional Requirement (NFR). The negligence of NFR elicitation is due to lack of knowledge of the user and developer about NFR. Our study presents elicitation guidelines for NFRs in agile methods. This guideline will helps developers as well as users in agile methods. A case study is conducted on the group of master students for eliciting NFR with the help of elicitation guidelines. In addition, the initial results were obtained by extracting NFRs from eProcurement document that carries requirements of major European Union projects. The result of the case study is positive and encouraging for the new developers and users having less awareness about NFRs. Furthermore, the study describes the role of cloud computing in agile methods, especially in elicitation activity.","2017-10-20","2023-05-03 15:57:43","2023-05-03 15:57:43","2023-05-03 15:57:43","137-142","","3-4","9","","","","","","","","","","en","Copyright (c)","","","","jtec.utem.edu.my","","Number: 3-4","","C:\Users\gabra\Zotero\storage\WYHA9GGX\Younas et al. - 2017 - Non-Functional Requirements Elicitation Guideline .pdf","","","Agile; Cloud Computing; Elicitation; Guideline; Non-Functional Requirement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2V9JL9R","journalArticle","2014","Sadiq, Mohd; Jain, S. K.","Applying fuzzy preference relation for requirements prioritization in goal oriented requirements elicitation process","International Journal of System Assurance Engineering and Management","","0976-4348","10.1007/s13198-014-0236-3","https://doi.org/10.1007/s13198-014-0236-3","Goal oriented requirements elicitation processes are used to identify the requirements of software according to the need of stakeholders. A system may have thousands of requirements and it is difficult to prioritize such a large number of requirements when several stakeholders participate in requirements elicitation process. In literature, we identify that existing goal oriented requirements elicitation processes like KAOS, i*, AGORA do not support to prioritize the requirements when stakeholder’s preferences are in the form of linguistic variable and multi-criteria decision making approach is used in requirements elicitation process. Therefore, to address this issue, we present a method for prioritization of requirements using fuzzy based approach in goal oriented requirements elicitation process by combining α-level weighted F-preference relation and extent fuzzy analytic hierarchy process in group decision making process; and then we use binary tree sort method to get the prioritized list of requirements. Finally, the utilization of the proposed approach is demonstrated with the help of an example.","2014-12-01","2023-05-03 15:57:52","2023-05-03 15:57:52","2023-05-03 15:57:52","711-723","","4","5","","Int J  Syst  Assur  Eng  Manag","","","","","","","","en","","","","","Springer Link","","","","","","","Requirements elicitation; Decision making process; Fuzzy set theory; Requirements prioritization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
