"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4J3NWCG3","journalArticle","2007","Karlsson, Lena; Dahlstedt, Åsa G.; Regnell, Björn; Natt och Dag, Johan; Persson, Anne","Requirements engineering challenges in market-driven software development – An interview study with practitioners","Information and Software Technology","","0950-5849","10.1016/j.infsof.2007.02.008","https://www.sciencedirect.com/science/article/pii/S0950584907000183","Requirements engineering for market-driven software development entails special challenges. This paper presents results from an empirical study that investigates these challenges, taking a qualitative approach using interviews with fourteen employees at eight software companies and a focus group meeting with practitioners. The objective of the study is to increase the understanding of the area of market-driven requirements engineering and provide suggestions for future research by describing encountered challenges. A number of challenging issues were found, including bridging communication gaps between marketing and development, selecting the right level of process support, basing the release plan on uncertain estimates, and managing the constant flow of requirements.","2007-06-01","2023-05-03 16:24:35","2023-05-03 16:24:35","2023-05-03 16:24:35","588-604","","6","49","","Information and Software Technology","","Qualitative Software Engineering Research","","","","","","en","","","","","ScienceDirect","","","","C:\Users\gabra\Zotero\storage\Q7BZE63L\S0950584907000183.html","","","Requirements engineering; Market-driven software development; Qualitative research; Semi-structured interview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDAE9XVR","bookSection","2022","Hoy, Zoe","Sixteen Limitations for Five Popular Requirements Prioritisation Approaches","Emerging Technologies for Innovation Management in the Software Industry","978-1-79989-059-1","","","https://www.igi-global.com/chapter/sixteen-limitations-for-five-popular-requirements-prioritisation-approaches/www.igi-global.com/chapter/sixteen-limitations-for-five-popular-requirements-prioritisation-approaches/304547","Software is an essential commodity that ensures mobile phones to the controls of an aeroplane work. There will always be more requirements for software than there is time and budget to achieve them, hence the need for various prioritisation approaches to decide which requirements to include in the s...","2022","2023-05-03 16:25:05","2023-05-03 16:25:05","2023-05-03 16:25:05","202-222","","","","","","","","","","","IGI Global","","en","Access limited to members","","","","www.igi-global.com","","DOI: 10.4018/978-1-7998-9059-1.ch013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"886HV23E","bookSection","2005","Greer, D.","Requirements Prioritisation for Incremental and Iterative Development","Requirements Engineering for Sociotechnical Systems","978-1-59140-506-1","","","https://www.igi-global.com/chapter/requirements-engineering-sociotechnical-systems/www.igi-global.com/chapter/requirements-engineering-sociotechnical-systems/28405","The problems associated with requirements prioritisation for an incremental and iterative software process are described. Existing approaches to prioritisation are then reviewed, including the Analytic Hierarchy Process, which involves making comparisons between requirements and SERUM, a method that...","2005","2023-05-03 16:25:08","2023-05-03 16:25:08","2023-05-03 16:25:08","100-118","","","","","","","","","","","IGI Global","","en","Access limited to members","","","","www.igi-global.com","","DOI: 10.4018/978-1-59140-506-1.ch007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4WQTBZ6N","journalArticle","2002","Moisiadis, Frank","THE FUNDAMENTALS OF PRIORITISING REQUIREMENTS","Systems Engineering","","","","","In systems development projects the activity of prioritising requirements is carried out during the requirements engineering phase. The current trend is to develop systems that are quick-tomarket, bound by strict budget constraints, and released in progressive versions. The inherent risks with this trend include not adequately fulfilling the core requirements or simply missing important ones altogether.","2002","2023-05-03 16:25:19","2023-05-03 16:25:19","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\gabra\Zotero\storage\F8AIKPTM\Moisiadis - 2002 - THE FUNDAMENTALS OF PRIORITISING REQUIREMENTS.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZRWPDU8","conferencePaper","1996","Finkelstein, A.; Spanoudakis, G.; Ryan, M.","Software package requirements and procurement","Proceedings of the 8th International Workshop on Software Specification and Design","","","10.1109/IWSSD.1996.501156","","The paper outlines the problems of specifying requirements and deploying these requirements in the procurement of software packages. Despite the fact that software construction de novo is the exception rather than the rule, little or no support for the task of formulating requirements to support assessment and selection among existing software packages has been developed. We analyse the problems arising in this process and review related work. We outline the key components of a programme of research in this area.","1996-03","2023-05-03 16:25:24","2023-05-03 16:25:24","","141-145","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\gabra\Zotero\storage\C28UIE4T\Finkelstein et al. - 1996 - Software package requirements and procurement.pdf; C:\Users\gabra\Zotero\storage\3PYWYR4Y\501156.html","","","Software packages; Procurement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 8th International Workshop on Software Specification and Design","","","","","","","","","","","","","","",""
"7C8EJGMD","journalArticle","2018","Saher, Najia; Baharom, Fauziah; Romli, Rohaida","A Review of Requirement Prioritization Techniques in Agile Software Development","","","","","","Prioritization is a crucial process in Requirement Change Management (RCM), as erroneous requirements prioritisation may increase the cost of development and lead to project failures. In Agile Software Development (ASD), requirement prioritization (RP) is difficult to maintain and requires more formal process. Changes in the priority list leads towards rework. Moreover, requirement prioritization in Agile is a difficult task due to its volatile nature. Ignorance of critical requirements during prioritization will result in numerous problems like poor quality of product and unsatisfied client. This paper presents a comprehensive review of RP by reviewing the strengths and weaknesses of existing RP techniques. This paper also provides information related to the current state-of-the-art on techniques and practices of RP and the research gaps in related works. These findings will contribute as inputs to construct a framework for selecting suitable RP techniques in ASD which can help software practitioners in choosing suitable prioritization techniques for handling continuous requirement change in ASD.","2018","2023-05-03 16:25:31","2023-05-03 16:25:31","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\gabra\Zotero\storage\D9MQMKJR\Saher et al. - 2018 - A Review of Requirement Prioritization Techniques .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2H78LH2L","journalArticle","","Kifetew, Fitsum Meshesha; Susi, Angelo; Munante, Denisse; Perini, Anna; Siena, Alberto; Busetta, Paolo","Towards Multi-decision-maker Requirements Prioritisation via Multi-Objective Optimisation","","","","","","Requirements prioritisation is a key decision making activity of the software development process, which relies on the capability of diﬀerent decision-makers to identify the optimal candidate rankings of the requirements, in order to be able to perform a strategic choice among them. In this paper, we formulate such multi-decision-maker requirements prioritisation as a multi-objective optimisation problem, and outline a solution that takes advantage of metaheuristic algorithms. The proposed solution allows diﬀerent decision-makers to specify their rankings according to a set of prioritisation criteria, it then synthesises them into a set of Pareto optimal global rankings. The ultimate choice of the prioritisation of the requirements would be made upon a focused analysis of the trade-oﬀs amongst the solutions on the Pareto frontier.","","2023-05-03 16:25:36","2023-05-03 16:25:36","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\gabra\Zotero\storage\PY39QGEC\Kifetew et al. - Towards Multi-decision-maker Requirements Prioriti.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RSZG3MEV","conferencePaper","2011","Lim, Soo Ling; Damian, Daniela; Finkelstein, Anthony","StakeSource2.0: using social networks of stakeholders to identify and prioritise requirements","Proceedings of the 33rd International Conference on Software Engineering","978-1-4503-0445-0","","10.1145/1985793.1985983","https://doi.org/10.1145/1985793.1985983","Software projects typically rely on system analysts to conduct requirements elicitation, an approach potentially costly for large projects with many stakeholders and requirements. This paper describes StakeSource2.0, a web-based tool that uses social networks and collaborative filtering, a ""crowdsourcing"" approach, to identify and prioritise stakeholders and their requirements.","2011-05-21","2023-05-03 16:25:52","2023-05-03 16:25:52","2023-05-03","1022–1024","","","","","","StakeSource2.0","ICSE '11","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","","","","requirements elicitation; collaborative filtering; social networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GPDCXU6A","journalArticle","2017","Anand, R. Vijay; Dinakaran, M.","Multi-voting and binary search tree-based requirements prioritisation for e-service software project development","Electronic Government, an International Journal","","1740-7494","10.1504/EG.2017.086041","https://www.inderscienceonline.com/doi/abs/10.1504/EG.2017.086041","In an ever changing modern business environment, the movement and trends are so unpredictable and almost imposes challenges that are not viable for the professionals to resolve and fulfil the requirements at once. Prioritisation is one of the foremost concerns for any business professionals and individuals as it helps them to achieve better results in production management, and quality and assurance sites. In the past, various methods were proposed such as MoSCoW, business value based, technology risk based, Kano model, agile methods, walking skeleton and validated learning which suffered in addressing the problem of stakeholder conflict (SC). In this paper, we have proposed a framework model for e-service development using multi-voting and binary search tree to prioritise requirements with systematic probability sample selection of stakeholders. Relative weighting method was adopted to perform prioritisation in iteration process which helps the stakeholders to maximise their returns of investment (ROI).","2017-01","2023-05-03 16:25:56","2023-05-03 16:25:56","2023-05-03 16:25:56","111-128","","2","13","","","","","","","","","","","","","","","inderscienceonline.com (Atypon)","","Publisher: Inderscience Publishers","","","","","requirements prioritisation; binary search tree; e-governance; iteration with relative weighting; multi-voting; response rate estimation; systematic probability sampling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7ISVKZW5","book","2017","Munante, Denisse; Kifetew, Fitsum Meshesha; Albrecht, Oliver","Modelling Prioritisation Decision-making in Software Evolution","","","","","","Decisions concerning prioritisation occur in different moments during software development and can involve different stakehold-ers. Our research objective is to develop prioritisation processes that meet stakeholders' needs, and allow obtaining better quality decisions. In this paper we propose a structured approach to model decision-making in real setting with the purpose of eliciting from the stakeholders involved in the decision-making process their needs for improvements. We use the resulting models to derive a general model for prioritisation processes and outline how such processes could be tool-supported.","2017-02-27","2023-05-03 16:26:01","2023-05-03 16:26:01","","","","","","","","","","","","","","","","","","","","ResearchGate","","","","C:\Users\gabra\Zotero\storage\V528CI3A\Munante et al. - 2017 - Modelling Prioritisation Decision-making in Softwa.pdf; ","https://www.researchgate.net/profile/Fitsum-Meshesha-Kifetew/publication/317358546_Modelling_Prioritisation_Decision-making_in_Software_Evolution/links/593679b5aca272fc556f1045/Modelling-Prioritisation-Decision-making-in-Software-Evolution.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7I6T7ZW2","journalArticle","2014","Gambo, Ishaya P.; Soriyan, Abimbola H.; Ikono, Rhoda N.","A Proposed Process Model for Requirements Engineering using Delphi Techniques for Prioritisation","International Journal of Information Technology and Computer Science","","20749007, 20749015","10.5815/ijitcs.2015.01.09","http://www.mecs-press.org/ijitcs/ijitcs-v7-n1/v7n1-9.html","Requirements engineering (RE) addresses the first software development step and lays the foundation for a successful system. Consequently, ability to identify problems and suggestions for improvements in the RE process opens up significant potential for increasing the success of software projects. Since RE process is naturally collaborative in nature, the intensiveness from both knowledge and human perspectives opens up the problem of decision making on requirements that can be facilitated by requirements prioritisation. In this regard, the paper opined the need for requirements prioritization techniques that will help the developers to obtain consensus among stakeholders using a suitable technique. In particular, the paper proposed a RE process model using Delphi technique. The Delphi technique was suggested in this paper to facilitate and enhance the process of requirements prioritisation in a multilevel prioritisation dimension. Therefore, the proposed model on implementation will contribute to the formulation of an interactive framework for requirements prioritisation to produce a requirement ordering which complies with the existing priorities.","2014-12-08","2023-05-03 16:26:12","2023-05-03 16:26:13","2023-05-03 16:26:12","73-80","","1","7","","IJITCS","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\gabra\Zotero\storage\A4VZYLWT\Gambo et al. - 2014 - A Proposed Process Model for Requirements Engineer.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A8Y6T8A6","journalArticle","2002","Carlshamre, Pär","Release Planning in Market-Driven Software Product Development: Provoking an Understanding","Requirements Engineering","","1432-010X","10.1007/s007660200010","https://doi.org/10.1007/s007660200010","","2002-09-01","2023-05-03 16:26:14","2023-05-03 16:26:14","2023-05-03 16:26:13","139-151","","3","7","","Requirements Eng","Release Planning in Market-Driven Software Product Development","","","","","","","en","","","","","Springer Link","","","","","","","Key words:Pragmatic algorithm – Provotype – Release planning – Requirements coupling – Requirements interdependencies – Wicked problem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMDJF36G","conferencePaper","2018","Gralha, Catarina; Damian, Daniela; Wasserman, Anthony I. (Tony); Goulão, Miguel; Araújo, João","The evolution of requirements practices in software startups","Proceedings of the 40th International Conference on Software Engineering","978-1-4503-5638-1","","10.1145/3180155.3180158","https://doi.org/10.1145/3180155.3180158","We use Grounded Theory to study the evolution of requirements practices of 16 software startups as they grow and introduce new products and services. These startups operate in a dynamic environment, with significant time and market pressure, and rarely have time for systematic requirements analysis. Our theory describes the evolution of practice along six dimensions that emerged as relevant to their requirements activities: requirements artefacts, knowledge management, requirements-related roles, planning, technical debt and product quality. Beyond the relationships among the dimensions, our theory also explains the turning points that drove the evolution along these dimensions. These changes are reactive, rather than planned, suggesting an overall pragmatic lightness, i.e., flexibility, in the startups' evolution towards engineering practices for requirements. Our theory organises knowledge about evolving requirements practice in maturing startups, and provides practical insights for startups' assessing their own evolution as they face challenges to their growth. Our research also suggests that a startup's evolution along the six dimensions is not fundamental to its success, but has significant effects on their product, their employees and the company.","2018-05-27","2023-05-03 16:26:17","2023-05-03 16:26:17","2023-05-03","823–833","","","","","","","ICSE '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","","","","requirements engineering; grounded theory; evolution; startups","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5R6U44R","journalArticle","2018","Hujainah, Fadhl; Abu Bakar, Rohani Binti; Al-haimi, Basheer; Abdulgabber, Mansoor Abdullateef","Stakeholder quantification and prioritisation research: A systematic literature review","Information and Software Technology","","0950-5849","10.1016/j.infsof.2018.05.008","https://www.sciencedirect.com/science/article/pii/S0950584917302422","Context Stakeholder quantification and prioritisation (SQP) is executed to quantify and prioritise stakeholders of the system based on their impacts. Selecting and involving the appropriate stakeholders are considered one of the major factors for producing a successful system. Objective The objectives of this paper is to provide precise investigation regarding the SQP domain with respect to its impact on prioritising requirements, identifying SQP attributes, critically investigating the existing techniques, and presenting the challenges and recommended future works. Method The systematic literature review (SLR) guidelines proposed by Kitchenham are adopted to guide the review process. The identified related studies underwent a rigorous study selection process. Thus, 31 out of 210 identified studies were selected as primary studies to address adequately the formulated research questions. Results Findings demonstrate that SQP is a crucial process in requirement prioritisation (RP) because of its ability to identify stakeholders’ impact on the systems requirements that lead to the production of a correctly prioritised list of requirements. Seventeen SQP attributes are revealed along with their description, usage impact, and degree of importance. Furthermore, nine techniques that focus on quantification and prioritisation of the stakeholders are identified and critically analysed in terms of their description, SQP process involved, SQP attributes used, types, and limitations. The findings reveal that these techniques face some challenges with respect to the lack of low-level implementation details, lack of automation and intelligence level, and heavy reliance on the involvement of experts. Conclusion SQP has been extensively discussed in stakeholder analysis and requirement prioritisation domains. Based on the findings, a new intelligent solution is suggested to minimise the need for expert participation in conducting the SQP process along with proposing measurement criteria for the attributes used to evaluate the stakeholders. The deficiency of research works regarding the selection of SQP techniques is also observed.","2018-10-01","2023-05-03 16:26:24","2023-05-03 16:26:24","2023-05-03 16:26:24","85-99","","","102","","Information and Software Technology","Stakeholder quantification and prioritisation research","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\gabra\Zotero\storage\HRX7HFAF\S0950584917302422.html","","","Systematic review; Stakeholders prioritisation; Stakeholders quantification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8VTGTBM","journalArticle","2020","Ali, Sadia; Hafeez, Yaser; Asghar, Sohail; Nawaz, Asif; Saeed, Saqib","Aspect-based requirements mining technique to improve prioritisation process: multi-stakeholder perspective","IET Software","","1751-8814","10.1049/iet-sen.2019.0332","https://onlinelibrary.wiley.com/doi/abs/10.1049/iet-sen.2019.0332","Requirement prioritisation and selection is an essential activity in modern-day large software development. Optimal prioritisation process is critical for successful implementation and release planning in a software development project. Requirement prioritisation becomes more challenging in projects having large sets of requirements and stakeholders, having diverse perspectives resulting in irrelevancy and ambiguity during features extraction. This study aims to improve requirement prioritisation process using text mining and clustering techniques for accurate extraction of features and requirement prioritisation in multi-stakeholder context. The proposed framework developed to avoid incompleteness in requirements and disagreement among development teams and stakeholders. Thus, the proposed framework compared with other requirement prioritisation techniques (i.e. Analytical Heretical Process, Commutative Voting and Wiegers) to highlight the significance of the proposed framework while conducting an experimental study. The results show that the proposed framework outperformed the traditional techniques and enhanced the prioritisation process with complete semantic information of extracted features and taking into account the diverse perspective of stakeholders.","2020","2023-05-03 16:26:32","2023-05-03 16:26:32","2023-05-03 16:26:32","482-492","","5","14","","","Aspect-based requirements mining technique to improve prioritisation process","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1049/iet-sen.2019.0332","","C:\Users\gabra\Zotero\storage\UACIIS42\Ali et al. - 2020 - Aspect-based requirements mining technique to impr.pdf","","","decision making; systems analysis; formal specification; software development management; analytical heretical process; clustering techniques; data mining; development teams; feature extraction; multistakeholder context; multistakeholder perspective; optimal prioritisation process; release planning; requirement prioritisation process; requirement prioritisation techniques; software development project; text mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P6A3Q5BV","bookSection","2022","Hoy, Zoe","Use of Framework Synthesis to Identify the Factors Considered for Five Popular Prioritisation Approaches","Emerging Technologies for Innovation Management in the Software Industry","978-1-79989-059-1","","","https://www.igi-global.com/chapter/use-of-framework-synthesis-to-identify-the-factors-considered-for-five-popular-prioritisation-approaches/www.igi-global.com/chapter/use-of-framework-synthesis-to-identify-the-factors-considered-for-five-popular-prioritisation-approaches/304543","Software requirement prioritisation is an important task that ultimately determines whether the software is successful and achieves customer satisfaction. Startups use agile methodologies to develop software, as it adapts to requirement changes well and delivers software quickly in short increments,...","2022","2023-05-03 16:26:38","2023-05-03 16:26:38","2023-05-03 16:26:38","157-167","","","","","","","","","","","IGI Global","","en","Access limited to members","","","","www.igi-global.com","","DOI: 10.4018/978-1-7998-9059-1.ch009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98EQQGAG","journalArticle","2002","Helmer, Guy; Wong, Johnny; Slagell, Mark; Honavar, Vasant; Miller, Les; Lutz, Robyn","A Software Fault Tree Approach to Requirements Analysis of an Intrusion Detection System","Requirements Engineering","","1432-010X","10.1007/s007660200016","https://doi.org/10.1007/s007660200016","","2002-12-01","2023-05-03 16:29:31","2023-05-03 16:29:31","2023-05-03 16:29:31","207-220","","4","7","","Requirements Eng","","","","","","","","en","","","","","Springer Link","","","","","","","Key words:Coloured Petri nets – Intrusion detection system – Mobile agents – Requirements analysis – Software fault tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4J3CI9H","conferencePaper","2014","Snijders, Remco; Dalpiaz, Fabiano; Hosseini, Mahmood; Shahri, Alimohammad; Ali, Raian","Crowd-centric Requirements Engineering","2014 IEEE/ACM 7th International Conference on Utility and Cloud Computing","","","10.1109/UCC.2014.96","","Requirements engineering is a preliminary and crucial phase for the correctness and quality of software systems. Despite the agreement on the positive correlation between user involvement in requirements engineering and software success, current development methods employ a too narrow concept of that user and rely on a recruited set of users considered to be representative. Such approaches might not cater for the diversity and dynamism of the actual users and the context of software usage. This is especially true in new paradigms such as cloud and mobile computing. To overcome these limitations, we propose crowd-centric requirements engineering (CCRE) as a revised method for requirements engineering where users become primary contributors, resulting in higher-quality requirements and increased user satisfaction. CCRE relies on crowd sourcing to support a broader user involvement, and on gamification to motivate that voluntary involvement.","2014-12","2023-05-03 16:29:37","2023-05-03 16:29:37","","614-615","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\gabra\Zotero\storage\UBWA5Z27\Snijders et al. - 2014 - Crowd-centric Requirements Engineering.pdf","","","requirements engineering; Companies; Educational institutions; Software systems; Context; user involvement; Cloud computing; crowdsourcing; Crowdsourcing; gamification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014 IEEE/ACM 7th International Conference on Utility and Cloud Computing","","","","","","","","","","","","","","",""
"5YL6GM2Y","journalArticle","2010","Dzamashvili Fogelström, Nina; Gorschek, Tony; Svahnberg, Mikael; Olsson, Peo","The impact of agile principles on market-driven software product development","Journal of Software Maintenance and Evolution: Research and Practice","","1532-0618","10.1002/spip.420","https://onlinelibrary.wiley.com/doi/abs/10.1002/spip.420","Agile development methods such as extreme programming (XP), SCRUM, Lean Software Development (Lean SD) and others have gained much popularity during the last years. Agile methodologies promise faster time-to-market, satisfied customers and high quality software. While these prospects are appealing, the suitability of agile practices to different domains and business contexts still remains unclear. In this article we investigate the applicability of agile principles in the context of market-driven software product development (MDPD), focusing on pre-project activities. This article presents results of a comparison between typical properties of agile methods to the needs of MDPD, as well as findings of a case study conducted at Ericsson, an early adopter of agile product development. The results show misalignment between the agile principles and needs of pre-project activities in market-driven development. This misalignment threatens to subtract from the positive aspects of agile development, but maybe more importantly, threaten the overall product development by disabling effective product management. Copyright © 2009 John Wiley & Sons, Ltd.","2010","2023-05-03 16:29:44","2023-05-03 16:29:44","2023-05-03 16:29:44","53-80","","1","22","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/spip.420","","C:\Users\gabra\Zotero\storage\BNJGFK9B\spip.html","","","case study; agile methods; market-driven software development; software product management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7FWL4GH","conferencePaper","2010","Pandey, Dhirendra; Suman, U.; Ramani, A.K.","An Effective Requirement Engineering Process Model for Software Development and Requirements Management","2010 International Conference on Advances in Recent Technologies in Communication and Computing","","","10.1109/ARTCom.2010.24","","Requirement engineering is the most effective phase of software development process. It aims to collect good requirements from stakeholders in the right way. It is important for every organization to develop quality software products that can satisfy user's needs. Requirements engineering for software development process is a complex exercise that considers product demands from a vast number of viewpoints, roles, responsibilities, and objectives. Therefore, it becomes necessary to apply requirement engineering practices in every phase of software development process. In this paper, we propose an effective requirements engineering process model to produce quality requirements for software development. Requirement management and planning phase is executed independently for an effective management of requirements. It is iterative in nature for better requirement engineering and later maintenance. The successful implementation of proposed requirement engineering process can have a good impact on the production of quality software product.","2010-10","2023-05-03 16:29:56","2023-05-03 16:29:56","","287-291","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\gabra\Zotero\storage\29IIABA8\5656776.html","","","Programming; Documentation; Software engineering; Software; Planning; Resource management; Requirement engineering; requirement elicitation; Presses; requirement analysis; requirement development; requirement management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010 International Conference on Advances in Recent Technologies in Communication and Computing","","","","","","","","","","","","","","",""
"BMWVVNU2","conferencePaper","2014","Valença, George; Alves, Carina; Heimann, Virgínia; Jansen, Slinger; Brinkkemper, Sjaak","Competition and collaboration in requirements engineering: A case study of an emerging software ecosystem","2014 IEEE 22nd International Requirements Engineering Conference (RE)","","","10.1109/RE.2014.6912289","","Increasingly, small to medium software producing organisations are working together in collaboration networks to supply complex compositions of their products and services to customers. In this paper, we present a case study of two software companies that are evolving their partnership towards the creation of a software ecosystem. We investigate the impacts of their tightening partnership on software product management, with a focus on requirements engineering practices. We observe that the requirements definition and negotiation processes are directly affected by their fluid collaborative and competitive relationships. Power disputes, volatile roles and mismatches in release synchronisation are also aspects observed in the studied software ecosystem.We extract several observations from the case study that support small to medium software firms in making decisions within their software ecosystem.","2014-08","2023-05-03 16:30:00","2023-05-03 16:30:00","","384-393","","","","","","Competition and collaboration in requirements engineering","","","","","","","","","","","","IEEE Xplore","","ISSN: 2332-6441","","C:\Users\gabra\Zotero\storage\LZ8YTW9F\6912289.html","","","Collaboration; Software; Companies; Interviews; Planning; Ecosystems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014 IEEE 22nd International Requirements Engineering Conference (RE)","","","","","","","","","","","","","","",""
"VN6V859I","journalArticle","2017","Sharma, Ashish K.; Khandait, Sunanda P.","Development of a fuzzy integrated software tool to prioritise technical requirements for effective design of online shopping websites","International Journal of Computational Systems Engineering","","2046-3391","10.1504/IJCSYSE.2017.083168","https://www.inderscienceonline.com/doi/abs/10.1504/IJCSYSE.2017.083168","Recently, there has been a tremendous growth in the online shopping; nevertheless the users' satisfaction rate has dropped largely due to poor design of websites. Thus, there is a pressing need of well-designed websites. Decision making plays a significant role in effective design of websites. Quality function deployment (QFD) being a decision making tool, can be employed for the design of online shopping websites. However, QFD uses linguistic expressions and follows crisp approach generating uncertainty and vagueness which leads to inconsistency in results. This requires fuzzy integration with QFD to address the issue. In QFD, the customer needs (CNs) and technical requirements (TRs) are prioritised. However, the paper considers TRs prioritisation only and in this regard it aims to develop a fuzzy integrated technical requirements prioritisation software tool for effective design of online shopping websites. The tool is developed using VB.Net and MS-Access and symmetrical triangular fuzzy numbers (STFNs) are proposed to deal with the uncertainty and vagueness.","2017-01","2023-05-03 16:30:47","2023-05-03 16:30:47","2023-05-03 16:30:47","91-110","","1-2","3","","","","","","","","","","","","","","","inderscienceonline.com (Atypon)","","Publisher: Inderscience Publishers","","","","","decision making; customer needs; fuzzy integrated software; fuzzy logic; online shopping websites; prioritisation; QFD; quality function deployment; STFN; symmetrical triangular fuzzy numbers; technical requirements; uncertainty; user satisfaction; vagueness; VBNet; website design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M45Y3FIM","conferencePaper","2009","Yoo, Shin; Harman, Mark; Tonella, Paolo; Susi, Angelo","Clustering test cases to achieve effective and scalable prioritisation incorporating expert knowledge","Proceedings of the eighteenth international symposium on Software testing and analysis","978-1-60558-338-9","","10.1145/1572272.1572296","https://doi.org/10.1145/1572272.1572296","Pair-wise comparison has been successfully utilised in order to prioritise test cases by exploiting the rich, valuable and unique knowledge of the tester. However, the prohibitively large cost of the pair-wise comparison method prevents it from being applied to large test suites. In this paper, we introduce a cluster-based test case prioritisation technique. By clustering test cases, based on their dynamic runtime behaviour, we can reduce the required number of pair-wise comparisons significantly. The approach is evaluated on seven test suites ranging in size from 154 to 1,061 test cases. We present an empirical study that shows that the resulting prioritisation is more effective than existing coverage-based prioritisation techniques in terms of rate of fault detection. Perhaps surprisingly, the paper also demonstrates that clustering (even without human input) can outperform unclustered coverage-based technologies, and discusses an automated process that can be used to determine whether the application of the proposed approach would yield improvement.","2009-07-19","2023-05-03 16:30:52","2023-05-03 16:30:52","2023-05-03","201–212","","","","","","","ISSTA '09","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","","","","ahp; clustering; test case prioritisation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
